purchase_value,device_id,source,browser,age,ip_address,class,country,time_since_signup,purchase_hour,purchase_dayofweek,signup_hour,device_id_freq,ip_address_freq,country_freq,source_freq,browser_freq,device_fraud_rate_train,country_fraud_rate_train,device_id_count_1d,device_id_count_7d,device_id_count_30d,ip_address_count_1d,ip_address_count_7d,ip_address_count_30d,device_id_fraud_count_7d
15.0,84025,0,4,23.0,3198432397.09574,0,35,2131195.0,23,1,7,1,1,309,41879,17196,0.09514333342787,0.1929008280272841,0,0,0,0,0,0,0
47.0,90805,0,0,32.0,2458305288.93683,0,24,1398884.0,23,1,19,1,1,2068,41879,43149,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
17.0,127581,2,4,24.0,2197289981.03465,0,172,6776481.0,23,1,13,2,1,40823,42439,17196,0.08155142865246,0.1160862853923916,0,0,0,0,0,0,0
19.0,20422,1,2,22.0,2567412113.28121,1,172,618459.0,23,1,20,1,1,40823,21461,25624,0.2618100000945367,0.1160862853923916,0,0,0,0,0,0,0
66.0,37494,0,0,38.0,503906587.62107694,0,172,1865766.0,23,1,9,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
12.0,41372,1,2,42.0,710398888.085659,0,36,4584155.0,23,1,22,1,1,8334,21461,25624,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
52.0,72980,2,2,20.0,3560129970.94123,0,74,1114721.0,23,1,2,1,1,137,42439,25624,0.09514333342787,0.116696197187093,0,0,0,0,0,0,0
21.0,132872,1,4,51.0,3277807719.06923,0,15,382094.0,23,1,13,1,1,286,21461,17196,0.09514333342787,0.1600373195895781,0,0,0,0,0,0,0
30.0,112407,0,1,33.0,2020833411.4052105,0,159,6970412.0,23,1,7,1,1,850,41879,17231,0.09514333342787,0.0942349239772716,0,0,0,0,0,0,0
53.0,129309,1,0,46.0,1807279564.94335,0,172,6278998.0,23,1,7,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
17.0,136533,1,0,24.0,1412833655.89028,0,93,6461982.0,23,1,5,1,1,22,21461,43149,0.09514333342787,0.1322540740950822,0,0,0,0,0,0,0
21.0,135174,1,0,18.0,653426097.912145,0,172,10231708.0,23,1,13,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
22.0,24706,0,0,29.0,2071634146.80716,0,36,741817.0,0,2,9,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
12.0,19942,0,4,26.0,2951765430.506,0,88,3947936.0,0,2,7,1,1,2872,41879,17196,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
20.0,3852,2,1,26.0,168059638.916459,0,167,9736740.0,0,2,7,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
25.0,127416,0,0,32.0,3697156262.9076295,0,88,2755237.0,0,2,2,1,1,2872,41879,43149,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
71.0,99044,2,0,39.0,2314268020.54519,0,172,10237621.0,0,2,12,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
29.0,85944,2,2,32.0,616190743.271296,0,36,3332139.0,0,2,10,1,1,8334,42439,25624,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
30.0,115673,0,4,27.0,1198955557.73924,0,172,8006023.0,0,2,8,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
54.0,127698,1,0,37.0,1456730650.8807304,0,60,5795309.0,0,2,22,1,1,2199,21461,43149,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
54.0,134884,0,0,58.0,2103662677.39248,0,76,8110813.0,0,2,3,1,1,916,41879,43149,0.09514333342787,0.1450280781765116,0,0,0,0,0,0,0
25.0,27410,2,4,37.0,3754838632.02817,0,162,61752.0,0,2,7,1,1,208,42439,17196,0.09514333342787,0.0824923004721465,0,0,0,0,0,0,0
21.0,70946,0,4,23.0,2923745130.83022,0,172,7622779.0,0,2,19,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
47.0,67207,2,0,31.0,2342838185.46282,0,124,382465.0,0,2,14,1,1,433,42439,43149,0.09514333342787,0.1565544748871397,0,0,0,0,0,0,0
11.0,1248,1,0,19.0,3790861064.3947296,0,167,935804.0,0,2,4,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
62.0,63614,0,0,42.0,276086602.47755,0,172,5893052.0,0,2,19,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
38.0,22919,1,4,58.0,538980509.593008,0,172,6099138.0,0,2,10,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,75905,2,4,23.0,2156759932.33618,0,157,10099298.0,0,2,3,1,1,541,42439,17196,0.09514333342787,0.1054411355321744,0,0,0,0,0,0,0
38.0,93129,1,0,18.0,1791028955.08657,0,76,10021834.0,0,2,0,1,1,916,21461,43149,0.09514333342787,0.1450280781765116,0,0,0,0,0,0,0
37.0,47018,1,0,31.0,1573998891.50774,0,64,6963775.0,0,2,10,1,1,2551,21461,43149,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
40.0,100688,2,2,45.0,1041589527.99926,0,133,7893327.0,0,2,16,1,1,509,42439,25624,0.09514333342787,0.0614219066158895,0,0,0,0,0,0,0
27.0,61529,2,0,34.0,151783055.847556,0,172,2318914.0,0,2,4,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
14.0,31134,0,2,23.0,532394389.194784,0,118,5346733.0,0,2,3,1,1,1152,41879,25624,0.09514333342787,0.0808736905795741,0,0,0,0,0,0,0
32.0,131135,0,1,31.0,1950527904.31562,0,84,9439015.0,0,2,18,1,1,5141,41879,17231,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
30.0,40016,0,1,19.0,271481606.666092,0,172,2289448.0,0,2,12,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
27.0,128388,2,0,49.0,1107190199.83038,0,172,1863682.0,0,2,11,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
18.0,561,1,1,29.0,1148564551.68004,0,172,9129693.0,0,2,8,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
27.0,124192,2,0,29.0,2748441097.86718,0,84,8024105.0,0,2,3,1,1,5141,42439,43149,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
60.0,44069,0,2,25.0,1450316278.1439,0,59,792511.0,0,2,20,1,1,349,41879,25624,0.09514333342787,0.120256666668269,0,0,0,0,0,0,0
71.0,118528,2,2,34.0,1572636045.27468,0,172,8408652.0,0,2,17,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
40.0,1010,0,4,35.0,1563729140.92566,0,82,6282376.0,0,2,7,1,1,1356,41879,17196,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
25.0,119291,2,1,50.0,3962102535.7074704,0,167,5330131.0,0,2,8,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
18.0,15920,0,4,31.0,3379620649.0323896,0,107,9321057.0,0,2,3,1,1,781,41879,17196,0.09514333342787,0.1686652162857089,0,0,0,0,0,0,0
20.0,96147,0,1,39.0,1409444689.00091,0,74,5102744.0,0,2,23,1,1,137,41879,17231,0.09514333342787,0.116696197187093,0,0,0,0,0,0,0
30.0,75417,1,4,30.0,386558273.46649,0,172,7493125.0,1,2,7,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
18.0,80395,0,0,40.0,3914386433.85626,0,167,5063857.0,1,2,10,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
43.0,1201,2,0,42.0,1507034386.45023,0,136,9552214.0,1,2,11,1,1,19,42439,43149,0.09514333342787,0.0237858333569675,0,0,0,0,0,0,0
26.0,45610,1,4,46.0,3503363028.798589,0,172,6532881.0,1,2,10,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
35.0,111431,2,4,26.0,1582301220.8839998,0,82,6100329.0,1,2,10,1,1,1356,42439,17196,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
64.0,130794,0,0,19.0,811620747.537696,0,172,385725.0,1,2,14,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
39.0,74366,0,0,40.0,4164168153.77671,0,167,4543090.0,1,2,11,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
51.0,51823,2,2,46.0,1101209296.41208,0,172,4872153.0,1,2,15,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
50.0,73458,0,4,32.0,1511512225.1848,0,60,2442718.0,1,2,18,1,1,2199,41879,17196,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
34.0,24584,0,2,21.0,3040653536.26324,0,37,6415382.0,1,2,19,1,1,426,41879,25624,0.09514333342787,0.0593291415326385,0,0,0,0,0,0,0
35.0,28451,0,0,36.0,593657225.740309,0,172,2380653.0,1,2,12,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
51.0,110655,0,4,35.0,2737745303.54332,0,84,8114695.0,1,2,3,1,1,5141,41879,17196,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
17.0,116192,2,0,25.0,315117312.451919,0,172,104820.0,1,2,20,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
54.0,66827,0,0,50.0,3965466809.08507,0,167,2366823.0,1,2,15,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
22.0,77876,2,4,39.0,2335312934.88091,0,64,5511730.0,1,2,6,1,1,2551,42439,17196,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
29.0,86372,2,0,25.0,3499817017.9952,0,172,5197714.0,1,2,21,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
20.0,68063,2,0,35.0,4188342802.9646897,0,167,2103583.0,1,2,17,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
26.0,34187,1,4,52.0,2240057656.97825,0,84,386849.0,1,2,14,1,1,5141,21461,17196,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
78.0,24485,0,0,35.0,833372426.950428,0,88,8304409.0,1,2,22,1,1,2872,41879,43149,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
58.0,38594,1,2,53.0,247360278.740833,0,177,2947006.0,1,2,22,1,1,380,21461,25624,0.09514333342787,0.0845996363651096,0,0,0,0,0,0,0
44.0,72762,0,2,28.0,4032225778.48483,0,167,6003185.0,1,2,14,1,1,15338,41879,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
29.0,103346,0,0,43.0,1937272829.8437,0,36,4234982.0,1,2,1,2,1,8334,41879,43149,0.08155142865246,0.1040377575249511,0,0,0,0,0,0,0
57.0,94867,2,3,45.0,540376590.3652638,0,172,10173910.0,1,2,7,1,1,40823,42439,2579,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
11.0,63865,2,0,21.0,1264843364.7886698,0,172,7662194.0,1,2,9,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
35.0,47666,0,0,38.0,1416481896.9118302,0,81,1362259.0,1,2,7,1,1,180,41879,43149,0.09514333342787,0.0409235675706336,0,0,0,0,0,0,0
68.0,127052,2,4,30.0,374481762.65571,0,172,555629.0,1,2,15,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
42.0,98796,0,3,33.0,2338265602.62349,0,172,3454559.0,1,2,2,1,1,40823,41879,2579,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
40.0,75627,2,0,37.0,956024407.934474,0,172,5741953.0,1,2,14,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
66.0,125824,1,2,41.0,4151725585.8894296,0,167,5337923.0,1,2,7,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
32.0,101278,1,3,27.0,1231922363.0678,0,172,3337553.0,1,2,10,1,1,40823,21461,2579,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
35.0,112826,2,0,36.0,1620532847.19931,0,172,9566705.0,1,2,8,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
46.0,62830,2,0,36.0,1105986813.65601,0,172,7763582.0,1,2,5,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
40.0,94966,2,0,50.0,1089513826.53655,0,172,432814.0,1,2,1,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
65.0,67351,2,0,22.0,2583547627.51645,0,84,4537528.0,2,2,13,1,1,5141,42439,43149,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
30.0,105783,2,4,21.0,3334764000.31792,0,172,1543143.0,2,2,5,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
18.0,92536,2,0,32.0,524007488.244014,0,78,10043558.0,2,2,20,1,1,285,42439,43149,0.09514333342787,0.1330029655191973,0,0,0,0,0,0,0
40.0,58448,0,2,36.0,234165394.76499704,0,172,983162.0,2,2,17,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
45.0,83213,1,0,35.0,4180057875.3882,0,167,478502.0,2,2,13,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
50.0,28613,0,4,38.0,811343507.218283,0,172,513645.0,2,2,3,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
19.0,23817,0,2,45.0,1514135855.1611,0,60,8760082.0,2,2,16,1,1,2199,41879,25624,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
21.0,45765,1,2,45.0,935098864.587983,0,172,9700498.0,2,2,19,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
39.0,51895,2,1,43.0,2871817818.11897,0,36,10084793.0,2,2,8,1,1,8334,42439,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
38.0,2907,0,2,44.0,1584206007.63087,0,15,10237903.0,2,2,14,1,1,286,41879,25624,0.09514333342787,0.1600373195895781,0,0,0,0,0,0,0
10.0,48548,2,0,31.0,36334825.996846505,0,82,5560581.0,2,2,17,1,1,1356,42439,43149,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
25.0,122539,2,2,42.0,3776414581.8104897,0,167,6575445.0,2,2,23,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
39.0,21501,1,0,47.0,2453769133.8220897,0,172,5884017.0,2,2,23,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
18.0,112858,2,0,43.0,170984111.433553,0,167,9756449.0,2,2,4,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
36.0,121893,2,2,24.0,2640854834.0655603,0,84,8550301.0,2,2,3,1,1,5141,42439,25624,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
27.0,44000,1,0,23.0,1865479741.07384,0,36,2412908.0,2,2,4,1,1,8334,21461,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
26.0,40642,1,2,30.0,511645704.948852,0,172,7893881.0,2,2,17,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,23126,0,1,40.0,615821182.903351,0,36,10183858.0,2,2,5,1,1,8334,41879,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
56.0,22699,2,0,41.0,382284747.858585,0,172,4751716.0,2,2,2,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
63.0,38631,2,0,50.0,869136553.0547991,0,171,3120495.0,2,2,23,1,1,3114,42439,43149,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
36.0,73920,0,1,25.0,1185366408.55352,0,172,2443586.0,2,2,19,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
21.0,130965,0,0,52.0,1213598966.43307,0,172,10252753.0,2,2,10,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
41.0,113485,2,0,21.0,4172250640.05276,0,167,1957555.0,2,2,11,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
37.0,59203,0,1,26.0,660005399.198475,0,36,433721.0,2,2,2,1,1,8334,41879,17231,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
18.0,100656,2,0,41.0,4097921634.8464,0,167,8937895.0,3,2,16,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
21.0,32998,0,0,20.0,3128941538.70346,0,5,9051659.0,3,2,8,1,1,457,41879,43149,0.09514333342787,0.1202832467544745,0,0,0,0,0,0,0
44.0,21892,2,4,38.0,4237888047.91781,0,167,1205816.0,3,2,4,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
37.0,70863,2,4,33.0,4231523259.195621,0,167,3746408.0,3,2,18,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
18.0,120948,0,3,45.0,3993637849.84735,0,167,1057564.0,3,2,21,1,1,15338,41879,2579,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
13.0,132576,0,1,23.0,4006793868.90304,0,167,10125744.0,3,2,22,1,1,15338,41879,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
20.0,48380,2,4,36.0,3425424760.31143,0,172,6220995.0,3,2,3,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,115254,0,0,28.0,997197717.384115,0,159,7026413.0,3,2,19,1,1,850,41879,43149,0.09514333342787,0.0942349239772716,0,0,0,0,0,0,0
29.0,119086,2,2,30.0,1145701398.95442,0,172,3332399.0,3,2,13,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
23.0,31329,2,1,35.0,2224625987.30619,0,171,5071694.0,3,2,10,1,1,3114,42439,17231,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
54.0,101767,2,0,20.0,4271343706.22448,0,167,1345238.0,3,2,13,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
28.0,135492,2,4,40.0,3658677862.15506,0,36,9046382.0,3,2,10,1,1,8334,42439,17196,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
52.0,8896,1,2,25.0,3178160805.68895,0,24,10180908.0,3,2,7,1,1,2068,21461,25624,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
21.0,14484,0,0,46.0,1082755585.03158,0,172,7827082.0,3,2,13,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
30.0,101984,2,0,18.0,688581646.681633,0,151,2426378.0,3,2,1,1,1,596,42439,43149,0.09514333342787,0.1024473544102616,0,0,0,0,0,0,0
76.0,34903,2,2,32.0,1587624395.08335,0,82,784891.0,3,2,1,1,1,1356,42439,25624,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
43.0,100906,2,2,26.0,3198442151.15001,0,35,8816041.0,3,2,2,1,1,309,42439,25624,0.09514333342787,0.1929008280272841,0,0,0,0,0,0,0
65.0,66505,0,0,23.0,380197845.65484905,0,172,8983500.0,3,2,4,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
26.0,93108,0,2,35.0,3284271980.26167,0,171,7670746.0,3,2,8,1,1,3114,41879,25624,0.09514333342787,0.1319560307792777,0,0,0,0,0,0,0
21.0,112800,2,2,33.0,2300441929.55112,0,172,5559150.0,3,2,19,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
29.0,74514,0,2,29.0,1091561426.85624,0,172,9089262.0,3,2,22,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
49.0,136836,2,2,21.0,2625388098.106,0,172,9944382.0,3,2,1,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
64.0,47927,0,0,43.0,1775507811.5497105,0,151,8483980.0,3,2,23,1,1,596,41879,43149,0.09514333342787,0.1024473544102616,0,0,0,0,0,0,0
81.0,1504,2,1,24.0,2030481983.5475,0,148,6704586.0,3,2,13,1,1,145,42439,17231,0.09514333342787,0.0838057333371148,0,0,0,0,0,0,0
79.0,14900,0,0,32.0,2978488555.3808603,0,24,1042586.0,3,2,2,1,1,2068,41879,43149,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
31.0,11453,0,0,27.0,1356385883.22336,0,156,3834569.0,3,2,18,1,1,764,41879,43149,0.09514333342787,0.150287204161986,0,0,0,0,0,0,0
67.0,83823,2,3,20.0,535135811.930387,0,64,4188515.0,3,2,16,1,1,2551,42439,2579,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
28.0,57251,2,2,35.0,4252066673.74848,0,167,9232821.0,3,2,7,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
33.0,91699,2,1,41.0,693685846.0096459,0,52,4707746.0,4,2,16,1,1,259,42439,17231,0.09514333342787,0.1498896212142697,0,0,0,0,0,0,0
80.0,52928,2,1,27.0,556683402.737052,0,172,2867309.0,4,2,23,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
80.0,70065,0,0,21.0,2723333857.500211,0,172,9861591.0,4,2,0,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
79.0,9025,1,1,28.0,4221561632.629221,0,167,6623492.0,4,2,12,1,1,15338,21461,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
65.0,26161,2,2,28.0,1746433861.00579,0,172,3205587.0,4,2,1,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
12.0,36266,1,1,27.0,2962891452.24007,0,60,10108721.0,4,2,4,1,1,2199,21461,17231,0.09514333342787,0.1182263430129615,0,0,0,0,0,0,0
22.0,77678,0,2,26.0,2709137222.45868,0,88,5244583.0,4,2,11,1,1,2872,41879,25624,0.09514333342787,0.1117729787975555,0,0,0,0,0,0,0
26.0,86280,1,1,35.0,776909559.646301,0,64,562155.0,4,2,16,1,1,2551,21461,17231,0.09514333342787,0.0839479107983439,0,0,0,0,0,0,0
22.0,61173,0,2,48.0,2657507980.92675,0,82,8960776.0,4,2,11,1,1,1356,41879,25624,0.09514333342787,0.1018154739166548,0,0,0,0,0,0,0
54.0,75854,2,2,36.0,3341094908.43642,0,172,10064280.0,4,2,16,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
29.0,52654,2,0,20.0,4186428381.6491103,0,167,9241748.0,4,2,5,2,1,15338,42439,43149,0.08155142865246,0.1050362288992092,0,0,0,0,0,0,0
47.0,114619,0,0,37.0,1610992166.14106,0,172,4951079.0,4,2,21,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
46.0,133345,1,0,25.0,2678168740.35808,0,172,5134281.0,4,2,18,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
29.0,98377,2,2,35.0,1548888052.10744,0,138,8891136.0,4,2,6,1,1,350,42439,25624,0.09514333342787,0.0663967887339921,0,0,0,0,0,0,0
23.0,118329,0,2,22.0,3129430495.74017,0,5,5700988.0,4,2,5,2,1,457,41879,25624,0.2244085715096029,0.1202832467544745,0,0,0,0,0,0,0
54.0,24965,2,2,21.0,1278000461.34896,0,172,6170109.0,4,2,18,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
51.0,33139,0,3,30.0,3011489683.19114,0,24,7872059.0,4,2,2,1,1,2068,41879,2579,0.09514333342787,0.1112256922337516,0,0,0,0,0,0,0
58.0,8317,0,2,32.0,547086506.848134,1,172,9531074.0,4,2,21,2,1,40823,41879,25624,0.2244085715096029,0.1160862853923916,0,0,0,0,0,0,0
77.0,79986,0,0,36.0,3729034009.7960896,0,36,1566652.0,4,2,1,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
26.0,83504,2,0,19.0,1901646737.89995,0,36,3237558.0,4,2,17,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511,0,0,0,0,0,0,0
47.0,26965,2,2,35.0,3582768697.9413705,0,59,4348714.0,4,2,20,1,1,349,42439,25624,0.09514333342787,0.120256666668269,0,0,0,0,0,0,0
33.0,18855,1,1,31.0,1634076541.60742,0,172,7638402.0,4,2,19,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
53.0,16307,1,2,24.0,758391290.968962,0,167,7543968.0,4,2,21,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
22.0,13031,1,0,39.0,3632096726.88379,0,172,3564964.0,4,2,22,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
36.0,63404,2,4,35.0,2493162686.12581,0,172,600520.0,4,2,6,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
48.0,34167,2,4,38.0,1790746324.62995,0,84,4165300.0,4,2,23,1,1,5141,42439,17196,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
22.0,46170,2,1,27.0,4194131305.59232,1,167,6505285.0,4,2,21,1,1,15338,42439,17231,0.2618100000945367,0.1050362288992092,0,0,0,0,0,0,0
18.0,70011,0,2,27.0,305849553.789477,0,172,8607509.0,4,2,14,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
45.0,57661,0,2,37.0,5465731.72890448,0,167,7596131.0,4,2,6,1,1,15338,41879,25624,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
75.0,72525,0,1,45.0,2853670238.28348,0,172,7009834.0,5,2,1,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
24.0,91494,2,3,22.0,3403350827.81221,0,84,7071354.0,5,2,8,1,1,5141,42439,2579,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
52.0,4073,2,1,39.0,4037655931.66898,0,167,10118982.0,5,2,2,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092,0,0,0,0,0,0,0
21.0,106700,0,0,39.0,1423628840.96505,0,156,6945748.0,5,2,19,1,1,764,41879,43149,0.09514333342787,0.150287204161986,0,0,0,0,0,0,0
20.0,61989,2,4,41.0,232602781.21885297,0,172,1055627.0,5,2,23,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
72.0,19698,0,1,25.0,2959887531.27677,0,86,7254462.0,5,2,5,1,1,64,41879,17231,0.09514333342787,0.0662443478343075,0,0,0,0,0,0,0
53.0,62218,1,0,45.0,3666155246.6684704,0,84,5787164.0,5,2,5,1,1,5141,21461,43149,0.09514333342787,0.1207871861641211,0,0,0,0,0,0,0
22.0,46939,1,0,28.0,2469007088.15417,0,172,7060357.0,5,2,11,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
46.0,28818,2,0,34.0,1082496777.03791,0,172,4811632.0,5,2,12,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916,0,0,0,0,0,0,0
